readId,taxonId,minimizKmersHitsTaxon|totMinimizKmers
@bacte>CP009043.1 Campylobacter iguaniorum strain 1485E chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP074676.1 Pseudomonas qingdaonensis strain S-1 chromosome  complete genome$errorrate$0.05,2179,1|270
@bacte>CP039287.1 Cupriavidus necator H16 chromosome 1  complete sequence$errorrate$0.01,?,?|?
@bacte>CP000606.1 Shewanella loihica PV-4 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP000821.1 Shewanella sediminis HAW-EB3 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CR931997.1 Corynebacterium jeikeium K411 complete genome$errorrate$0.01,3309,12|250
@bacte>AP019735.1 Alistipes communis 5CBH24 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP041025.1 Paremcibacter congregatus strain ZYLT chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP015405.2 Blautia pseudococcoides strain YL58 chromosome  complete genome$errorrate$0.01,2375,1|201
@bacte>CP037427.1 Myroides odoratimimus strain G13 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP030105.1 Lactiplantibacillus plantarum strain SK151 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP018786.1 Sutterella megalosphaeroides DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP021850.1 Pseudoclostridium thermosuccinogenes strain DSM 5807 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP068158.1 Corynebacterium striatum strain FDAARGOS_1115 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP013107.1 Sinorhizobium americanum strain CFNEI 73 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP023407.1 Streptomyces fungicidicus strain TXX3120 chromosome  complete genome$errorrate$0.01,486,2|218
@bacte>CP002352.1 Bacteroides helcogenes P 36-108  complete genome$errorrate$0.01,?,?|?
@bacte>CP008985.1 Candidatus Baumannia cicadellinicola strain BGSS  complete genome$errorrate$0.01,?,?|?
@bacte>CP045350.1 Vibrio aquimaris strain THAF100 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP084521.1 Edwardsiella ictaluri strain S07-698 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP068086.1 Sphingobacterium multivorum strain FDAARGOS_1143 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP007212.1 Burkholderia plantarii strain ATCC 43733 chromosome 1  complete sequence$errorrate$0.05,?,?|?
@bacte>CP017561.2 Paraburkholderia sprentiae WSM5005 chromosome 1  complete sequence$errorrate$0.05,?,?|?
@bacte>LT629688.1 Auraticoccus monumenti strain MON 2.2 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP084662.1 UNVERIFIED_ORG: Clostridium sporogenes strain FDAARGOS_1532 chromosome$errorrate$0.01,?,?|?
@bacte>NZ_CP014159.1 Aerococcus christensenii strain CCUG28831 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP023420.1 Pusillimonas faecalis MM59 DNA  complete genome$errorrate$0.05,?,?|?
@bacte>CP036404.1 Komagataeibacter saccharivorans strain JH1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP009555.1 Burkholderia oklahomensis C6786 chromosome I  complete sequence$errorrate$0.01,?,?|?
@bacte>AP023184.1 Buttiauxella agrestis DSM9389 DNA  complete genome$errorrate$0.01,3250,1|256
@bacte>CT573213.2 Frankia alni str. ACN14A chromosome  complete sequence$errorrate$0.01,?,?|?
@bacte>CP021056.1 Richelia sinica FACHB-800 strain FACHB 800 chromosome  complete genome$errorrate$0.05,2383,1|259
@bacte>NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP001678.1 Hirschia baltica ATCC 49814  complete genome$errorrate$0.01,?,?|?
@bacte>CP027062.1 Pukyongia salina strain RR4-38 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP059048.1 Lactococcus lactis strain LAC460 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP046228.1 Enterobacteriaceae endosymbiont of Plateumaris rustica isolate PrusSym chromosome$errorrate$0.05,?,?|?
@bacte>AP017423.2 Pseudomonas izuensis DNA  complete genome$errorrate$0.05,?,?|?
@bacte>CP073819.1 Macrococcus epidermidis strain Epi3002-OL chromosome  complete genome$errorrate$0.01,2679,71|213
@bacte>CP041406.1 Sulfurimonas paralvinellae strain GO25 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP010310.2 Pandoraea pulmonicola strain DSM 16583 chromosome  complete genome$errorrate$0.05,3179,1|262
@bacte>CP039731.1 Aquitalea aquatilis strain THG-DN7.12 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>NZ_CP012480.1 Streptococcus agalactiae strain NGBS128 chromosome  complete genome$errorrate$0.05,841,1|219
@bacte>CP014480.1 Kocuria turfanensis strain HO-9042 genome$errorrate$0.05,?,?|?
@bacte>CP006773.1 Leisingera methylohalidivorans DSM 14336 strain MB2  DSM 14336  complete genome$errorrate$0.05,?,?|?
@bacte>CP007028.1 Thermocrinis ruber strain DSM 23557  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>LT906451.1 Legionella lansingensis strain NCTC12830 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP001287.1 Cyanothece sp. PCC 8801  complete genome$errorrate$0.05,2433,1|224
@bacte>CP091855.1 Gordonia amicalis strain CEGA1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP071325.1 Photobacterium ganghwense strain C2.2 chromosome 1  complete sequence$errorrate$0.05,?,?|?
@bacte>NZ_CP016204.1 Prevotella scopos JCM 17725 strain W2052 chromosome 1$errorrate$0.05,?,?|?
@bacte>CP081987.1 Shinella oryzae strain Z-25 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP014648.1 Methyloceanibacter caenitepidi DNA  complete genome  strain: Gela4$errorrate$0.01,?,?|?
@bacte>LR134302.1 Achromobacter spanius strain NCTC13519 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>CP049019.1 Bacillus tropicus strain AOA-CPS1 chromosome$errorrate$0.01,2713,1|275
@bacte>HE572590.1 Mycobacterium canettii CIPT 140010059 complete genome$2pointsRearrangement$NA,?,?|?
@bacte>NZ_LN614830.1 Legionella micdadei strain ATCC 33218 chromosome I  complete sequence$errorrate$0.05,?,?|?
@bacte>LT604074.1 Lactobacillus salivarius isolate LPM01 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>CP065921.1 Staphylococcus pseudintermedius strain SP_11304-3A chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP000806.1 Cyanothece sp. ATCC 51142 circular chromosome  complete sequence$errorrate$0.05,?,?|?
@bacte>LT984417.2 Lactobacillus fuchuensis strain MFPC41A2801 genome assembly  chromosome: I  whole genome shotgun sequence$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP012333.1 Labilithrix luteola strain DSM 27648  complete genome$errorrate$0.01,3280,1|242
@bacte>NZ_CP013251.1 Endozoicomonas montiporae CL-33 chromosome$errorrate$0.05,?,?|?
@bacte>CP082331.1 Micrococcus luteus strain CW.Ay chromosome  complete genome$errorrate$0.05,1137,2|182
@bacte>NZ_CP009220.1 Corynebacterium deserti GIMN1.010 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP035806.1 Leucobacter triazinivorans strain JW-1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP047156.1 Epidermidibacterium keratini strain EPI-7 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP034235.1 Paenibacillus psychroresistens strain ML311-T8 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP096169.1 Shewanella sp. JNE2 chromosome  complete genome$errorrate$0.01,2314,1|201
@bacte>CP022196.1 Celeribacter ethanolicus strain TSPH2 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT607409.1 Micromonospora chokoriensis strain DSM 45160 genome assembly  chromosome: I$errorrate$0.01,3161,1|263
@bacte>CP076135.1 Bradyrhizobium sediminis strain S2-11-2 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP026304.1 Streptomyces lunaelactis strain MM109 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP025228.1 Actinomyces qiguomingii strain 410 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP025197.1 Acetivibrio saccincola strain GGR1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP060052.1 Croceicoccus marinus strain OT19 chromosome  complete genome$errorrate$0.01,1802,1|207
@bacte>CP024957.1 Streptomyces cavourensis strain 1AS2a chromosome  complete genome$errorrate$0.01,2217,1|209
@bacte>CP045650.1 Acinetobacter wanghuae strain dk386 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP040924.1 Clostridium thermarum strain SYSU GA15002 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP018171.1 Aquibium oceanicum strain B7 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP002542.1 Fluviicola taffensis DSM 16823 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP080954.1 Rhodococcus opacus PD630 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP027986.1 Enterobacter sichuanensis strain SGAir0282 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP002874.1 Brachyspira intermedia PWS/A  complete genome$errorrate$0.05,?,?|?
@bacte>AP022609.1 Mycolicibacter hiberniae JCM 13571 DNA  nearly complete genome$errorrate$0.01,3201,1|222
@bacte>CP000958.1 Burkholderia cenocepacia MC0-3 chromosome 1  complete sequence$errorrate$0.05,?,?|?
@bacte>CP045119.1 Rubrobacter tropicus strain SCSIO 52909 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP043474.1 Mycobacterium grossiae strain DSM 104744 chromosome  complete genome$errorrate$0.01,3164,1|256
@bacte>CP039846.1 Acetobacter pasteurianus strain CICC 22518 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP102294.1 Alistipes ihumii AP11 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP050531.1 Wolbachia pipientis isolate wStv chromosome$errorrate$0.01,?,?|?
@bacte>CP001055.1 Elusimicrobium minutum Pei191  complete genome$errorrate$0.05,?,?|?
@bacte>CP013480.3 Pandoraea norimbergensis strain DSM 11628 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP049887.1 Vagococcus hydrophili strain HDW17B chromosome  complete genome$errorrate$0.05,3696,1|233
@bacte>CP025408.1 Paracoccus tegillarcae strain BM15 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP027569.1 Megasphaera elsdenii strain NCIMB702410 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>BA000045.2 Gloeobacter violaceus PCC 7421 DNA  complete genome$errorrate$0.01,2716,1|223
@bacte>NZ_CP012109.1 Myxococcus hansupus strain contaminant ex DSM 436 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP023366.1 Effusibacillus sp. skT53 DNA  complete genome$errorrate$0.05,?,?|?
@bacte>CP051266.2 Wolbachia endosymbiont of Diaphorina citri isolate KPSwDI05P26 chromosome$errorrate$0.01,?,?|?
@bacte>CP006734.1 Leifsonia xyli subsp. cynodontis DSM 46306  complete genome$errorrate$0.05,3191,1|220
@bacte>CP104006.1 Yersinia alsatica strain SCPM-O-B-7604 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>NZ_CP018135.1 Neomicrococcus aestuarii strain B18 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP034036.1 Brenneria nigrifluens DSM 30175 = ATCC 13028 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP047224.1 Neorickettsia findlayensis strain Fin17 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LR134442.1 Propionibacterium australiense strain NCTC13651 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP089976.1 Moraxella nasovis strain ZY201115 chromosome  complete genome$errorrate$0.05,2495,1|215
@bacte>CP045121.1 Rubrobacter marinus strain SCSIO 52915 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP019860.1 Planctomycetes bacterium SRT547 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP022043.2 Psychrobacter cryohalolentis strain FDAARGOS_308 chromosome  complete genome$errorrate$0.01,3470,2|220
@bacte>CP060695.1 Polaribacter pectinis strain L12M9 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP001992.1 Mobiluncus curtisii ATCC 43063  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP002534.1 Cellulophaga lytica DSM 7489  complete genome$errorrate$0.05,?,?|?
@bacte>CP018019.1 Mycobacterium avium subsp. hominissuis strain OCU889s_P11_4s chromosome  complete genome$errorrate$0.05,3712,1|271
@bacte>CP065745.1 Aeromonas allosaccharophila strain FDAARGOS_933 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP030280.1 Blautia argi strain KCTC 15426 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP029295.1 [Mycoplasma] phocae strain 105 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT635479.1 Eubacterium sp. Marseille-P3177 strain Marseille-P3177T genome assembly  chromosome: contig00001$errorrate$0.01,?,?|?
@bacte>CP025430.1 Paracoccus zhejiangensis strain J6 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP014841.1 Dyella thiooxydans strain ATSB10 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP015378.1 Fictibacillus phosphorivorans strain G25-29 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP063169.1 Ruania alkalisoli strain RN3S43 chromosome  complete genome$errorrate$0.05,1472,1|248
@bacte>CP002480.1 Granulicella tundricola MP5ACTX9  complete genome$errorrate$0.05,?,?|?
@bacte>AE006914.1 Rickettsia conorii str. Malish 7  complete genome$errorrate$0.05,?,?|?
@bacte>CP103424.1 Mycoplasma cottewii strain VIS chromosome  complete genome$errorrate$0.05,1340,1|265
@bacte>CP012332.1 Vulgatibacter incomptus strain DSM 27710  complete genome$errorrate$0.05,?,?|?
@bacte>BA000039.2 Thermosynechococcus elongatus BP-1 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>AP024722.1 Pseudomonas stutzeri F2a DNA  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_LN907858.1 Helicobacter typhlonius strain MIT 97-6810 isolate 1 chromosome I  complete sequence$errorrate$0.01,1684,1|199
@bacte>CP065425.1 Heyndrickxia vini strain JCM 19841 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP038810.1 Flavobacterium sangjuense strain GS03 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP009215.1 Corynebacterium ureicelerivorans strain IMMIB RIV-2301  complete genome$errorrate$0.05,3261,1|238
@bacte>LT594324.1 Micromonospora narathiwatensis strain DSM 45248 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>CP023564.1 Brachybacterium ginsengisoli strain DCY80 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>BA000004.3 Bacillus halodurans C-125 DNA  complete genome$errorrate$0.05,3320,1|189
@bacte>CP054052.1 Poseidonibacter lekithochrous strain DSM 100870 chromosome  complete genome$errorrate$0.01,139,1|223
@bacte>CP065993.1 Leuconostoc pseudomesenteroides strain FDAARGOS_1003 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>NZ_CP010522.1 Liberibacter crescens strain BT-0 chromosome  complete genome$errorrate$0.01,934,4|226
@bacte>CP031253.1 Neisseria lactamica strain M17106 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP009770.1 Ureaplasma diversum strain ATCC 49782 genome$errorrate$0.05,?,?|?
@bacte>FM864216.2 Mycoplasma conjunctivae HRC/581T complete genome$errorrate$0.05,?,?|?
@bacte>CP001085.1 Candidatus Riesia pediculicola USDA  complete genome$errorrate$0.05,?,?|?
@bacte>CP048437.1 Faecalibacterium duncaniae strain JCM 31915 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP020737.1 Burkholderia ubonensis subsp. mesacidophila strain ATCC 31433 chromosome 1  complete sequence$errorrate$0.05,?,?|?
@bacte>CP072330.1 Prevotella veroralis strain F0319 chromosome 1  complete sequence$errorrate$0.01,?,?|?
@bacte>CP000932.1 Campylobacter lari RM2100 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP053649.1 Xanthomonas axonopodis pv. vasculorum strain NCPPB 796 chromosome  complete genome$errorrate$0.01,2435,1|209
@bacte>CP059565.1 Neisseria wadsworthii strain DSM 22245 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP004121.1 Clostridium saccharoperbutylacetonicum N1-4(HMT)  complete genome$errorrate$0.01,?,?|?
@bacte>CP001965.1 Sideroxydans lithotrophicus ES-1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP072600.1 Leptothermofonsia sichuanensis E412 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP007039.1 Pseudomonas cichorii JBC1  complete genome$errorrate$0.01,?,?|?
@bacte>AP018449.1 Methylomusa anaerophila DNA  complete genome$errorrate$0.05,3053,1|240
@bacte>CP038662.1 Serratia nematodiphila strain DH-S01 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP022423.1 Vitreoscilla filiformis strain ATCC 15551 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LR134356.1 Mycolicibacterium aurum strain NCTC10437 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP040553.1 Parageobacillus caldoxylosilyticus strain ER4B chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP014836.1 Candidatus Nitrosoglobus terrae DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP007597.1 Stenotrophomonas rhizophila strain DSM14405 genome$errorrate$0.05,?,?|?
@bacte>CP036281.1 Polystyrenella longa strain Pla110 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP089211.1 Sinomicrobium kalidii strain HD2P242 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP022278.1 Neisseria chenwenguii strain 10023 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT853882.1 Xanthomonas fragariae strain PD885 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP046533.1 Blochmannia endosymbiont of Colobopsis nipponica isolate CNIPBac chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP054599.1 Pseudosulfitobacter pseudonitzschiae strain H46 chromosome  complete genome$errorrate$0.01,3046,1|270
@bacte>HG999362.1 Xanthomonas arboricola pv. juglandis isolate Xanthomonas arboricola pv. juglandis CPBF 1494 isolated from C. illinoinensis genome assembly  chromosome: 1$errorrate$0.01,2506,2|249
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP025989.1 Candidatus Fokinia solitaria isolate Rio ETE_ALG 3VII chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_AKCA01000001.1 Bifidobacterium bifidum NCIMB 41171 cont1.1  whole genome shotgun sequence$errorrate$0.01,?,?|?
@bacte>CP050139.1 Komagataeibacter rhaeticus strain ENS 9a1a chromosome  complete genome$errorrate$0.01,1868,1|241
@bacte>CP002105.1 Acetohalobium arabaticum DSM 5501  complete genome$errorrate$0.05,?,?|?
@bacte>CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903  complete genome$errorrate$0.05,?,?|?
@bacte>CP003154.1 Thiocystis violascens DSM 198  complete genome$errorrate$0.01,?,?|?
@bacte>CP001841.1 Treponema azotonutricium ZAS-9  complete genome$errorrate$0.01,?,?|?
@bacte>CP034683.1 Rheinheimera mangrovi strain LHK132 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LR134531.1 Pragia fontium strain NCTC12284 genome assembly  chromosome: 1$errorrate$0.01,1605,1|208
@bacte>CP061941.1 Marinomonas algicola strain SM1966 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629800.1 Pseudomonas brenneri strain BS2771 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP038267.1 Nocardioides euryhalodurans strain MMS17-SY117 chromosome  complete genome$errorrate$0.01,3040,1|222
@bacte>CP094242.1 Morococcus cerebrosus strain CIP 81.93 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP089293.1 Paenarthrobacter nicotinovorans strain ATCC 49919 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP048626.1 Blautia producta ATCC 27340 = DSM 2950 strain JCM 1471 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP002158.1 Fibrobacter succinogenes subsp. succinogenes S85  complete genome$errorrate$0.01,?,?|?
@bacte>CP041616.1 Ornithinimicrobium ciconiae strain H23M54 chromosome  complete genome$errorrate$0.05,2077,1|201
@bacte>CP063663.1 Lelliottia steviae strain LST-1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP017831.1 Butyrivibrio hungatei strain MB2003 chromosome I  complete sequence$errorrate$0.01,?,?|?
@bacte>CP085935.1 Collinsella stercoris DSM 13279 strain FDAARGOS_1572 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP041247.1 Raoultella electrica strain DSM 102253 chromosome  complete genome$errorrate$0.01,225,1|212
@bacte>CP012159.1 Chondromyces crocatus strain Cm c5  complete genome$errorrate$0.01,?,?|?
@bacte>CP104302.1 Mycolicibacterium brumae strain ATCC 51384 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP097478.1 Fructilactobacillus ixorae strain Ru20-1 chromosome  complete genome$2pointsRearrangement$NA,3295,1|228
@bacte>CP060084.1 Teredinibacter haidensis strain Bs08 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP046452.1 Corynebacterium kalinowskii strain 1959 chromosome  complete genome$errorrate$0.05,3160,1|227
@bacte>CP001836.1 Dickeya parazeae Ech586 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP066744.1 Miniphocaeibacter halophilus strain AMB_01 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP023367.1 Anaerocolumna cellulosilytica SN021 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>LS483468.1 Rhodococcus coprophilus strain NCTC10994 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>NZ_CP014872.1 Fructilactobacillus lindneri strain TMW 1.1993 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP086067.1 Stutzerimonas chloritidismutans strain 6L11 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP027806.1 Cyclonatronum proteinivorum strain Omega chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP007793.1 Azospirillum brasilense strain Az39  complete genome$errorrate$0.01,?,?|?
@bacte>CP002738.1 Methylomonas methanica MC09  complete genome$errorrate$0.05,2940,1|255
@bacte>CP071573.1 Sphingomonas lutea strain KCTC 23642 chromosome$errorrate$0.01,?,?|?
@bacte>CP059066.1 Koleobacter methoxysyntrophicus strain NRmbB1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP054705.1 Salicibibacter cibarius strain NKC5-3 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP027723.1 Pseudomonas orientalis strain 8B chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP026923.1 Pontimonas salivibrio strain CL-TW6 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP050253.1 Zophobihabitans entericus strain IPMB12 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP021888.1 Thiosulfativibrio zosterae AkT22 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP054056.1 Aquiluna borgnonia strain 15G-AUS-rot chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP019962.1 Eubacterium limosum strain ATCC 8486 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP034930.1 Apibacter raozihei strain HY041 chromosome  complete genome$errorrate$0.05,581,1|278
@bacte>CP053452.2 Frigoriglobus tundricola strain PL17 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP095443.1 Providencia stuartii strain CMC-4104 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP024355.1 Desulfuromonas versatilis NIT-T3 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP000422.1 Pediococcus pentosaceus ATCC 25745  complete genome$errorrate$0.01,?,?|?
@bacte>FN557490.1 Listeria seeligeri serovar 1/2b str. SLCC3954 complete genome$errorrate$0.01,?,?|?
@bacte>LT629753.1 Pseudomonas cedrina strain BS2981 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP076448.1 Elioraea tepida strain MS-P2 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>FP929052.1 Ruminococcus champanellensis type strain 18P13T draft genome$errorrate$0.01,2497,1|221
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP012373.2 Beggiatoa leptomitoformis strain D-402 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP068983.1 Paradevosia shaoguanensis strain J5-3 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP076458.1 Novisyntrophococcus fermenticellae strain JN500902 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP019419.1 Polaribacter reichenbachii strain 6Alg 8T chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP003881.1 Candidatus Moranella endobia PCVAL  complete genome$errorrate$0.05,?,?|?
@bacte>CP002454.1 Deinococcus maricopensis DSM 21211  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP024091.1 Pedobacter ginsengisoli strain T01R-27 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP035946.1 Campylobacter canadensis strain LMG 24001 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP073653.1 Clostridium beijerinckii strain DSM 791 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP040508.1 Rhodoluna limnophila strain 1B-Mac chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP014568.1 Serpentinomonas raichei DNA  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP009607.1 Francisella tularensis subsp. novicida D9876  complete genome$errorrate$0.01,?,?|?
@bacte>CP016779.1 Candidatus Nanopelagicus abundans  complete genome$errorrate$0.05,?,?|?
@bacte>CP012752.1 Kibdelosporangium phytohabitans strain KLBMP1111 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP014945.1 Psychrobacter alimentarius strain PAMC 27889 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP026952.1 Aeromicrobium chenweiae strain 592 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP045503.2 Shewanella eurypsychrophilus strain YLB-08 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP012549.1 Cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko DNA  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP013239.1 Clostridium butyricum strain CDC_51208 chromosome  complete genome$errorrate$0.05,3585,1|258
@bacte>LR822015.1 Streptococcus thermophilus isolate STH_CIRM_65 genome assembly  chromosome: STHERMO$errorrate$0.05,?,?|?
